up,view,danmaku,reply,favorite,coin,share,like,dislike,tname,his_rank
大明白兄弟,6827188,7153,4970,140367,52031,135055,703646,0,搞笑,24
大庆赶海,6996733,6735,1290,19138,13373,5440,434622,0,田园美食,12
布锅锅,1917981,6767,5261,36971,109710,19133,124637,0,电子竞技,20
俏佳人xxx,5803327,3469,2543,37649,12575,5593,626286,0,社科·法律·心理,3
MrDandy胡榛,746312,1571,433,7903,1604,1657,67779,0,穿搭,0
黝黑蜗壳天眼老师,3265335,46797,5752,240128,296512,33724,268765,0,动漫杂谈,9
一小颗青金石,2000059,1255,1537,55294,45354,1229,312374,0,单机游戏,26
菊蛤xx,8592405,7375,8276,354099,498931,130929,702974,0,影视剪辑,3
老孙聊游戏,2909439,3868,2223,6559,15891,7848,83923,0,日常,70
智能路障,2601275,21705,15650,80509,98859,24615,195323,0,人文历史,10
大漠叔叔,2343406,9549,3264,8711,42644,3042,181489,0,出行,36
补补庐,2690459,1296,7847,95841,45417,78825,343111,0,手机游戏,18
猪坚强jqsg999,3654003,4021,3460,34151,34581,28761,440768,0,手工,11
原神,1664776,6364,7982,26320,90694,14977,221147,0,手机游戏,4
职业逃跑,5068515,7049,2095,60946,10207,14142,425121,0,网络游戏,10
某一个晓,1478307,4815,2732,79891,44099,31491,110170,0,手工,35
菌烨tako,696109,753,977,9507,10213,2777,43037,0,仿妆cos,0
叫我死盖就好,5888733,9478,6604,71021,72091,33448,672881,0,搞笑,9
胖达简妮Jennyyy,1035196,3382,1508,20234,2379,4231,20030,0,美妆护肤,0
李格Greg,3070085,3391,975,111909,11819,352,79565,0,日常,0
河野华,3139318,1511,3139,88372,85969,15427,346529,0,仿妆cos,29
肖恩Shaun-Gibson,4560241,8878,4782,21324,14700,4981,217817,0,三农,67
是小钱-,3226315,1484,3409,39543,67011,8907,162527,0,翻唱,48
auauko,2220342,720,1123,43495,3908,2444,342052,0,绘画,77
百万剪辑狮,7743585,4486,5366,268556,343553,84700,570568,0,影视剪辑,2
季年Season,4852600,23169,5017,425050,532280,74479,610880,0,手机游戏,1
小潮院长,22850376,46421,12759,321942,406967,48152,832501,0,单机游戏,1
杨三岁和小鱼,6476188,4096,7598,61643,231732,32210,726798,0,搞笑,1
坤拳_程坤,7134996,2164,6107,158972,103074,156577,771642,0,运动综合,5
嘿茗单,12673317,3121,4391,137526,66587,58319,883375,0,鬼畜调教,3
深海色带鱼,13912358,2088,4780,145598,154273,73217,471045,0,鬼畜调教,56
茶咩cc,4909223,1572,1934,41817,26174,27496,258754,0,鬼畜剧场,57
影视飓风,3945927,26140,4771,95697,231153,73228,321349,0,野生技能协会,2
俞涛不光会做九转大肠,11171225,115650,13799,109791,79558,61222,627194,0,搞笑,3
小约翰可汗,6707221,37145,8011,71446,237869,18360,402090,0,人文历史,1
聪哥说车,6290048,1315,2439,228609,23416,19920,427219,0,汽车知识科普,5
诡秘之主游戏,5239677,7942,13777,130295,113955,55598,318913,0,原创音乐,5
AB鲜,3289149,3802,2914,54157,82339,121837,233378,0,搞笑,20
瓶子君152,4763267,9014,9074,28878,63385,14345,214015,0,特摄,5
小傲想睡觉,3902331,30528,8297,33061,63304,5510,282715,0,美食测评,4
徐大虾咯,8307074,14814,6368,95701,57105,4209,304101,0,单机游戏,4
老番茄,2931249,8837,4224,33567,74972,3745,261113,0,单机游戏,4
他叫阿园,4937566,1561,5789,43636,36355,8326,583668,0,出行,10
金渐层烤猪,4427987,5372,2272,59263,65751,54456,192610,0,鬼畜剧场,48
轩仔贼giao,6283430,4321,4484,80462,15555,26506,478300,0,搞笑,8
鲜洋芋,6444857,6915,2031,528335,245015,43231,594056,0,短片·手书,9
大渣熊,3624779,4795,2476,29347,81897,21110,181627,0,短片·手书,9
开箱嘤嘤怪,3251409,7108,2645,29191,75566,7081,346290,0,手工,6
某幻君,2014327,15253,2950,31570,73614,4128,197651,0,单机游戏,7
阿星and阿奇,6866916,3565,3645,162220,74178,69528,488230,0,搞笑,7
猪哥哥爱跳舞,5198569,4332,3414,124330,96505,83871,961029,0,舞蹈综合,2
文武俩兄弟,3728207,3770,3016,11548,44415,9713,317072,0,日常,13
万能工具人阿伟,2559215,3006,1679,167215,76293,18698,113244,0,美食制作,14
明日方舟,2118479,10404,11186,14714,30600,38579,128283,0,手机游戏,14
原神,1786960,10176,8441,14676,32963,10384,173576,0,手机游戏,10
凉子访谈录,3241253,8820,5546,22992,8282,20976,66683,0,日常,86
粤知一二,3665644,2603,1871,19107,5431,2268,340623,0,搞笑,14
蔡蔡的vlog,2828889,632,1780,43998,114569,9095,570391,0,日常,2
康康和爷爷,3891016,888,1259,18502,2058,2763,282684,0,穿搭,76
隋卞做,2161007,3832,1982,16827,47147,4571,131297,0,美食制作,35
宝鲁日GO,1736603,757,1009,15170,7090,6202,276119,0,三农,58
袁启聪,1770088,10724,5360,36008,126436,20715,193226,0,购车攻略,16
硬核的半佛仙人,1604673,1605,1128,5810,2940,2495,79819,0,财经商业,61
汤姆莱纳w,2274924,17216,6409,80539,97508,33065,187176,0,综合,18
化妆小天才肖遥,2089944,738,792,10346,1271,1097,205661,0,美妆护肤,0
面面军团,686604,1442,794,5088,16368,539,51861,0,仿妆cos,0
暴躁的仙人JUMP,1303598,8848,6692,6099,2587,1928,75610,0,财经商业,53
绵羊料理,11168734,27139,6383,289497,741347,14186,1021491,0,美食制作,1
席拉瑞丝,11669718,13280,26994,124730,197830,42042,862454,0,日常,1
一大筐会飞的草莓,11750026,11851,5098,293922,257928,93422,838161,0,鬼畜剧场,2
无处安放的小A,8015956,30240,4651,83397,37741,27518,744275,0,财经商业,2
平盖尔,6278599,10496,13337,138665,123210,57020,241588,0,社科·法律·心理,5
长片短解,4866049,4126,2579,84056,68531,7794,444397,0,影视杂谈,3
逆转的桥,3456765,4865,6700,146476,211339,80256,318858,0,影视剪辑,6
瑄羽猫,7131944,4604,2236,183799,83600,46876,665802,0,影视杂谈,3
亿点点不一样,9474243,10411,2498,100553,119071,26928,623273,0,野生技能协会,3
大武爱折腾,5112621,1079,2620,69905,15015,10598,367851,0,家居房产,10
崩坏星穹铁道,7346605,6473,9673,76546,73166,97621,476638,0,手机游戏,5
爱睡觉的_Koala,7754210,1966,4632,311189,109338,38381,894898,0,综合,21
大家测,3070134,28784,5226,7156,13784,12857,84710,0,数码,47
小缸和阿灿,1810028,9730,3860,26100,162256,8108,144535,0,搞笑,13
崩坏3第一偶像爱酱,2982217,4455,10465,76123,127035,29646,190410,0,手机游戏,6
张镇辉台球教学,4718283,5039,1050,15468,7229,6889,326733,0,运动综合,32
吟游诗人基德,2331296,8179,4557,18749,41672,12573,142822,0,科学科普,14
阿沛不开心,2607545,1035,2043,11062,5735,1776,290314,0,搞笑,48
杜海皇,4708457,28224,4568,60192,72901,7455,266118,0,单机游戏,6
暂离二度,3541518,3053,2694,81366,90277,71526,335369,0,鬼畜调教,31
兔叭咯,2837419,6167,4310,133899,193707,44823,235809,0,科学科普,9
猛男舞团IconX,4536910,5462,4260,94124,129829,29478,764223,0,手势·网红舞,4
萧然Q,1931339,2659,1631,8764,39698,2533,51858,0,手机游戏,54
STN工作室,1690583,12913,2179,24185,104124,3856,123668,0,单机游戏,13
金牌厨师岛主,3772921,4236,6655,104351,109725,114380,313763,0,手机游戏,16
阿文今天吃什么丶,6267426,1766,2098,47818,16004,43392,579427,0,美食制作,20
人间放映厅,4740309,8706,7277,68030,41326,16117,337119,0,影视杂谈,8
兰音Reine,5751838,4033,5054,181587,125214,28516,278390,0,翻唱,9
星野派克,3591967,13705,5060,60509,77098,21010,272224,0,手机游戏,11
程十安an,1798940,1399,1194,56065,18421,5488,65240,0,美妆护肤,0
Tiger西西,5574998,2813,3322,32824,24057,17021,555616,0,美食制作,7
X调查,1935142,8559,3010,12044,9499,2722,60345,0,人文历史,0
春水堂-小溪,16071764,7242,3581,557971,206722,57414,767493,0,国产原创相关,5
幾加乘,3745749,4173,3433,52806,101254,53791,250727,0,短片·手书,10
八云兔不秃,2530804,2696,3721,19552,20447,23834,177898,0,搞笑,80
敬汉卿,2459052,2967,2737,7915,42395,4585,164287,0,出行,34
进度条-软装抠搜指南,1611898,271,833,49731,25443,2014,154211,0,家居房产,0
记录生活的蛋黄派,5342305,8502,2753,32394,93729,3279,365216,0,美食测评,4
小椰子专栏,11641623,18027,16146,72227,26763,7743,385342,0,社科·法律·心理,11
球球特别大,2176516,751,665,30087,12621,12372,183125,0,鬼畜调教,0
原来是小诚,4411746,6927,7990,135666,78940,31556,481427,0,网络游戏,8
努力的Lorre,2003044,2362,1547,20055,41314,2271,175279,0,动漫杂谈,17
慧小媛,1669667,3132,1643,12762,28265,1863,188154,0,社科·法律·心理,46
陪练琴的三宝妈,3228351,4845,4932,87965,154994,51708,249740,0,演奏,0
差评君,2440940,7900,7134,53417,37180,73250,111371,0,软件应用,22
荒野粗人,2357806,1031,1481,35700,14898,5933,270683,0,三农,66
小天才树仔,848676,1219,1608,22338,25955,17558,92372,0,短片·手书,0
马哥巨离谱,1597399,301,273,1799,4258,1498,51872,0,健身,0
uu开饭了,2559462,2497,4050,22712,61219,4356,391841,0,手工,12
归舟四郎,9331690,4629,4798,245894,362582,91100,630873,0,影视剪辑,1
印象派无颜卒,6964902,1858,2372,160437,96074,90643,609572,0,搞笑,4
某幻君,7619978,26244,9283,162722,277125,23369,498815,0,单机游戏,1
高斯Goh,11033354,40771,6753,155823,215490,21497,496641,0,桌游棋牌,1
赖皮猴爱美食,3632844,4694,3312,176879,182791,36878,242705,0,美食制作,2
王师傅和小毛毛,2627303,7850,2266,25432,126337,6661,370961,0,美食侦探,1
小约翰可汗,8858929,43891,9852,61725,203358,13536,382594,0,人文历史,2
哦呼w,10692603,1880,2298,109301,134034,60619,619955,0,鬼畜调教,8
摩西是野生的,5698858,5672,4333,104325,49543,13244,245362,0,美食制作,7
DarkCarrot,5508481,13063,5912,76567,164781,34773,223591,0,电子竞技,10
原神,3629691,7341,12642,39443,98483,48945,331068,0,手机游戏,2
张圣叹Yo,6580978,14374,4982,58983,51392,25037,579189,0,美食测评,8
山村支教亮亮老师,3464747,7015,7407,37955,351926,15155,299461,0,日常,6
白勺啊达,4890081,5788,1695,95110,79325,32212,299665,0,人力VOCALOID,0
万灵缝合厂,5122384,2580,752,206273,44984,18280,316218,0,鬼畜剧场,31
进击的金厂长,5954254,8190,16572,69287,218579,18711,531831,0,短片·手书,2
肥宅快乐雕PhatDeal,1608206,801,1619,49641,103011,16091,213192,0,原创音乐,66
猪排派,8343426,1563,1679,59069,41931,43483,370608,0,鬼畜剧场,16
瑶生Y,4071741,1226,3878,75759,92824,30724,504802,0,搞笑,5
棋手战鹰,2738457,7132,4017,8606,38793,7726,138498,0,美食记录,16
逗比的雀巢,7659627,5963,3266,36486,57182,11865,371258,0,手机游戏,7
黯穹,2053620,3686,3926,21618,80477,5789,115357,0,网络游戏,16
开普勒星人,2562568,3156,4669,34720,24357,13836,240577,0,科学科普,38
飞飞舰长,6457212,5412,8306,36395,4779,6193,251535,0,极客DIY,33
黄正义_,11352652,6131,8804,81051,49663,32661,331829,0,小剧场,6
淘宝,5436080,17282,5396,20834,21092,69082,121735,0,搞笑,25
cheems日记,3176816,7010,5998,149048,120601,57621,583044,0,搞笑,37
我叫瞬哥qaq,6204302,4317,3030,205975,114955,67750,697148,0,搞笑,5
RAY的模型世界,1877143,5173,2376,43939,95543,17400,157884,0,手办·模玩,11
硬核的半佛仙人,2823599,9594,8515,23917,45637,8671,189334,0,财经商业,4
神奇的老皮,5655755,8660,4404,127654,162555,55525,354780,0,桌游棋牌,5
春雨梦游记,1383891,5041,3087,28394,103034,11932,127360,0,出行,78
三个猪鼓励,3767117,867,831,9782,3757,7936,207442,0,搞笑,41
他说电影,13459949,1445,1233,96215,7989,959,318051,0,动漫杂谈,5
国家二级飞行员,3616356,1548,995,29275,7631,5889,266523,0,网络游戏,20
旺仔有内涵,4915024,2424,4087,35517,9862,14875,542911,0,搞笑,3
账号已注销,9717762,1575,3777,54493,207643,13790,1049421,0,绘画,12
STN工作室,1493239,11072,1875,18362,74933,4201,106430,0,单机游戏,15
乡村教师日记,1434929,6181,4080,10844,135272,3478,130077,0,三农,16
阿沛不开心,3118941,822,1063,10838,4556,1665,309496,0,搞笑,56
香芹又青了,1214683,2720,1881,25454,39257,10384,85323,0,影视杂谈,0
不是柯桑德,1297862,6940,2692,9894,23538,4007,92618,0,乐评盘点,0
巴拉吧啦778,3197462,1789,3431,20277,15628,7478,279732,0,日常,30
哈仔十一,3866190,9641,4454,12370,29458,21666,134541,0,汪星人,40
米雷-RayDog,857175,214,720,3078,3822,736,124088,0,绘画,0
姬一元,1865593,4091,1533,19165,36736,1010,77826,0,美食测评,57
玩钉子的钉子,9179564,14866,11003,174602,550267,50290,1052023,0,手工,1
棕与灰9,6750407,3266,2974,264775,334494,58817,796987,0,短片·手书,3
老番茄,13639117,29568,6531,162042,254879,20655,666525,0,单机游戏,1
无穷小亮的科普日常,6063287,24475,5568,29913,74545,12895,500214,0,科学科普,1
papi酱,4966278,3293,7001,24062,26622,12483,467845,0,搞笑,4
盗月社食遇记,4992280,19661,7445,49697,260445,19294,353139,0,美食侦探,3
原神,2898096,7236,9149,25412,47766,33360,211954,0,手机游戏,2
剑客范十三,7341010,2229,4238,57464,53355,2974,403243,0,运动综合,8
莉可Kurisu,10983733,8499,4521,529520,475392,93371,953655,0,鬼畜调教,10
大漠叔叔,3412452,1436,4456,23979,118470,3464,348287,0,影视剪辑,7
崩坏3第一偶像爱酱,9964750,77931,64584,496784,1009634,276586,816046,0,短片·手书,1
布锅锅,1769206,1850,3829,83760,144593,6148,211011,0,电子竞技,3
小约翰可汗,5360836,21892,5536,37864,114241,7629,276910,0,人文历史,4
罗翔说刑法,1198222,10001,7444,9681,27689,5662,93298,0,社科·法律·心理,27
王村村,3645250,19748,8924,206627,430986,96958,391502,0,日常,4
HOPICO,1075537,8130,3210,22217,52459,13732,67635,0,乐评盘点,79
利利那TD25,2731605,446,624,47620,25385,3287,156510,0,手办·模玩,64
暴走的沙福林,2578358,2856,2153,92418,221940,34903,253780,0,短片·手书,5
泛式,4202076,36891,7813,46889,86956,18203,267354,0,动漫杂谈,6
俏佳人xxx,5815474,1246,1538,21703,6611,3110,512111,0,社科·法律·心理,17
影视飓风,1931854,4853,2433,112377,73739,8299,161740,0,野生技能协会,8
宇崎学妹想要摇,4582501,4476,3474,62774,99281,55897,501440,0,舞蹈综合,11
STN工作室,1592532,12978,1956,14909,54351,3254,96519,0,单机游戏,13
企鹅带带北极熊,6318368,1647,1847,195017,174130,45956,537250,0,手机游戏,3
街头社区,3864657,2385,5263,146105,186219,36900,337821,0,音乐综合,10
九冢嵬,2428924,7069,6084,27054,68897,7437,133118,0,特摄,17
七颗猩猩QKXX,3554782,292,1618,14336,2871,16159,258781,0,搞笑,71
梦幻西游电脑版,2967381,3017,2060,8163,3778,1630,57723,0,MV,51
万能工具人阿伟,1873052,7426,2680,129895,51778,16974,121720,0,美食制作,11
推背兔の,3439007,1921,1137,38377,31326,30191,203086,0,鬼畜剧场,18
派小轩,4627099,377,989,6995,3358,3717,232762,0,短片,56
小圣来了H,3098610,1448,1594,16165,7922,9647,299922,0,日常,25
美院天子聊画画,3403831,805,2384,8754,944,653,139839,0,绘画,0
怕上火暴王老菊,1283081,12644,3707,13397,43854,6499,57164,0,单机游戏,31
怪力阿猛,411118,2975,740,5217,41679,1379,50202,0,穿搭,0
七颗猩猩QKXX,2066363,283,486,7031,2505,4492,135359,0,搞笑,0
Chubbyemu,2163868,5314,2107,12018,10866,3958,95286,0,科学科普,76
硬汉形象26,10117953,923,734,58460,3620,288,64849,0,健身,0
张镇辉台球教学,1978116,2432,472,4306,4038,2381,135097,0,运动综合,0
文森特别6,1168876,427,543,6614,702,488,39300,0,穿搭,0
百草园日记,1669816,119,555,3058,277,213,25940,0,三农,0
卡门卡卡_,1483642,975,2101,7033,24129,4856,111008,0,家居房产,66
技术员小星星,355751,143,363,4373,981,1918,26484,0,美妆护肤,0
nya酱的一生,1243191,4410,1667,7055,28413,8264,79428,0,出行,43
六二二同学w,323630,444,258,5017,1703,875,17559,0,仿妆cos,0
插花艺术倪志翔,1661539,549,1219,10626,2618,2413,157362,0,手工,0
铁铁铁盒,3467040,2670,5775,160172,90901,35728,547856,0,演奏,5
就叫我邱刀鱼吧,13156037,9799,8165,126071,196968,249748,642318,0,鬼畜剧场,1
含亮老师,6635001,15717,10964,88376,174803,31657,510984,0,运动综合,1
中国BOY超级大猩猩,7932504,21683,6341,109928,182742,49864,594583,0,搞笑,1
小潮院长,18894307,170271,9396,251688,326131,42264,872890,0,搞笑,1
花少北丶,3132801,42529,12384,94632,280806,23157,349573,0,搞笑,3
二次元的中科院物理所,617169,957,1175,1954,1045,1992,14717,0,科学科普,0
高斯Goh,10504230,34796,4589,178812,254315,8296,481109,0,桌游棋牌,2
盗月社食遇记,2905615,16511,3506,46222,273638,5083,272588,0,美食记录,6
徐大花xudahua,7556149,3534,4393,112551,105214,26078,765460,0,手工,3
明日方舟,5101548,18872,28819,39487,108008,125198,253597,0,手机游戏,3
发射小人,3400856,762,3848,57631,24271,94040,314203,0,短片·手书,55
小鸡词典,3529513,2737,4811,22676,169878,3749,330857,0,搞笑,8
亿点点不一样,5519138,36809,2980,75669,40488,36101,379502,0,科学科普,5
小宇Boi,9282258,4421,6763,1171996,493918,104455,750359,0,软件应用,1
小约翰可汗,5861321,27975,4812,45459,111961,15341,294885,0,人文历史,8
量子位,707268,1505,1662,2020,1005,2230,15512,0,科学科普,0
熬一耶ye,8521412,2601,2447,40433,10918,34071,541675,0,搞笑,23
谭盐,2262622,1523,1884,62325,43353,5524,429292,0,短片·手书,10
崩坏3第一偶像爱酱,9964750,77931,64584,496784,1009634,276586,816046,0,短片·手书,1
龙大人不喷火,3633987,1635,2351,143546,151798,82645,506383,0,人力VOCALOID,14
某幻君,3039610,2712,4502,112836,88843,36772,208000,0,原创音乐,5
糖醋蛋黄,3486312,1537,2073,142995,77071,12374,520290,0,原创音乐,30
无穷小亮的科普日常,3711578,40740,2571,33990,19487,8456,341116,0,科学科普,10
田花花,6700843,1298,2487,60278,35060,60118,750505,0,动物二创,11
泛式,2571544,8211,4962,67866,90011,8778,195717,0,综合,11
宇崎学妹想要摇,5496805,14779,7552,136935,211276,57196,769420,0,舞蹈综合,8
翠花不太脆,2457141,1737,2813,87554,105239,15688,265719,0,原创音乐,4
CSGO大茄子,2066860,4671,1294,16630,12011,8370,118692,0,手机游戏,28
大瑶同学remix,3128142,1042,1652,16892,11258,7190,287392,0,搞笑,54
扎根措B站号,3235283,1530,2659,23478,61574,7199,310717,0,音乐综合,82
仔灰灰,6075292,8169,7359,40900,34422,50160,325336,0,日常,18
王师傅和小毛毛,2454826,8896,2442,27047,143421,5657,387411,0,美食侦探,6
高级灵魂张斯瑞,3139302,1341,1587,57223,49136,22305,378932,0,三农,7
小民同学o,2752817,1255,2467,90405,18811,46292,446495,0,手势·网红舞,14
会唱跳Rap的胖虎,5527174,8756,4582,173871,86902,99084,280501,0,时尚潮流,6
狈总,5644559,2121,1949,24907,4511,5725,366407,0,搞笑,19
阿棍EHAZARD7,825944,664,1592,7441,4326,3908,86430,0,足球,0
小x文,3318133,1047,3039,94760,44380,22427,442003,0,手机游戏,9
Mr_Carbon碳先森,5280495,1295,4691,9289,5500,3092,199022,0,搞笑,88
小文哥吃吃吃,2406949,3751,1087,35244,92911,2281,240125,0,美食制作,5
原野郎中,3367396,46250,11878,178732,410953,52988,336243,0,单机游戏,7
老少女阿珂,1869411,9270,3291,10865,44144,7252,77831,0,日常,16
陆仙人哦,941194,296,502,1489,1626,364,79791,0,时尚潮流,0
倾世夭夭,3508640,982,1458,49142,53009,13786,187406,0,影视剪辑,78
我是411,499469,1591,1230,13113,36582,875,81271,0,穿搭,0
小文哥吃吃吃,3251729,8719,1901,21442,104646,18074,321950,0,美食制作,9
尸菌菌qwq,794088,324,578,21655,8742,3604,58152,0,仿妆cos,0
